"Platform Registration ID","Account: Account ID","Login Number","Server Name","Account Type","Client Group Name","Status","Currency","Leverage","Swap Free"
"a0A9N00000EZzbO","0019N0000064Tmh","39154573","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","400","Ya"
"a0A9N00000EZzdU","0019N00000648tn","39153996","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZziV","0019N00000649Qv","38998634","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZzk3","0019N0000064VFr","38795937","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EZzos","0019N00000649Rh","38844986","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZzsL","0019N00000649DY","38721745","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZzuT","0019N0000064TsK","39154550","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree30D-SO40","Enabled","USD","400","Ya"
"a0A9N00000Ea00n","001Oj00000ImwFS","39162174","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea03T","0019N0000064S8g","38758334","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea07B","0019N0000064W0f","38886195","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","1:400","Ya"
"a0A9N00000Ea084","0019N00000649qG","38889661","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea0AO","0019N00000649CE","38968661","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000Ea0CF","0019N0000064Ryh","38758487","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea0HW","0019N00000649bw","38720481","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-NME","Enabled","USD","400","Ya"
"a0A9N00000Ea0IH","0019N00000649Sa","39153156","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000Ea0Kj","0019N0000064A4V","39154200","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea0QF","0019N00000649CE","38889192","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000Ea0Wd","0019N00000649sv","38961521","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea0vd","0019N0000064Abm","38847690","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Ea0vn","0019N0000064A5X","39152880","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea0xF","001Oj00000VONT4","38719560","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea106","0019N0000064Aa9","38729868","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea11z","0019N000006486T","39153073","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea14Q","0019N0000064ARz","39151975","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea19z","0019N0000064Aa7","39150808","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea1Au","0019N00000649tm","38841219","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-FixedJKT2","Enabled","USD","400","Tidak"
"a0A9N00000Ea1Bx","0019N0000064Abm","39144622","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Ea1Cv","0019N0000064AWl","38856240","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea1DK","0019N0000064AhV","38772855","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea1H5","0019N0000064ARR","39150758","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000Ea1Ha","0019N0000064B2N","39149932","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea1Lz","0019N0000064Aj2","39150362","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB-NME","Enabled","USD","1:400","Ya"
"a0A9N00000Ea1PG","0019N0000064AWl","39186230","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Ea1Sq","0019N000003pz5e","39152574","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SwapFree-Digital","Enabled","USD","400","Ya"
"a0A9N00000Ea1Vs","0019N0000064AhV","38717575","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea1mL","0019N0000064Ain","38821994","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000Ea1pG","0019N0000064B9k","38723075","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea1ry","0019N0000064AhV","38775667","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea1s3","0019N0000064AhV","38825379","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea1s6","0019N0000064UV5","38718694","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed","Enabled","USD","100","Tidak"
"a0A9N00000Ea2AG","0019N0000064Bx1","38611927","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea2Gv","0019N0000064BsS","38611739","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea2KF","0019N0000064Bbq","38999361","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea2Qo","0019N0000064BbD","39072860","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea2b3","0019N0000064C2E","38919360","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea2n1","0019N0000064C1m","38612906","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea2xG","0019N0000064CF8","38709132","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea3Wg","0019N0000064UPi","38726793","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea3Xd","0019N0000064CXi","38613524","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea3Yo","0019N0000064Cfp","38914994","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea3ZD","0019N0000064CQ8","38713035","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed","Enabled","USD","100","Tidak"
"a0A9N00000Ea3gn","0019N0000064CUu","38728181","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea3gz","0019N0000064Cjm","38613088","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea3tn","0019N0000064Cqi","39195450","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SO100","Enabled","USD","1000","Tidak"
"a0A9N00000Ea4Ji","0019N0000064Cy2","38732962","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0A9N00000Ea4Tz","0019N0000064D8R","38820199","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0A9N00000Ea4VV","0019N0000064DKY","38747555","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000Ea4Wj","0019N0000064DAI","38789573","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea4nR","0019N0000064D8V","38611659","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea4rR","0019N0000064DQ7","38718028","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea5Ps","0019N0000064DQD","39152417","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea5U4","0019N0000064DWF","38994976","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea5hu","0019N0000064DIX","38715765","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB-NME","Enabled","USD","1:100","Ya"
"a0A9N00000Ea5tf","0019N0000064DUU","38612943","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000Ea5vE","0019N0000064Dcs","39029579","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea64U","0019N0000064EB4","38841812","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Ea64u","0019N0000064Drd","38823592","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea66e","0019N0000064VBY","38612641","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6Cd","0019N0000064Cqv","38795151","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6HJ","0019N0000064Cqv","38709618","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO80","Enabled","USD","400","Ya"
"a0A9N00000Ea6SG","0019N0000064ECd","38611498","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea6Z4","0019N0000064Dwq","39198447","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6Z9","0019N0000064Dv5","38714063","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6ad","0019N0000064EB4","38710401","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6bC","0019N0000064EKs","38709405","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6kY","0019N0000064EKs","38907677","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6lW","0019N0000064E3i","38702750","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000Ea6nG","0019N0000064D41","38743404","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-FixedSBY","Enabled","USD","1:400","Tidak"
"a0A9N00000Ea6r9","0019N0000064Bmi","38863317","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea6xR","0019N0000064EKL","38930857","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea71t","0019N0000064E3i","39010075","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea76t","0019N0000064DOh","38611731","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea771","0019N0000064E3i","39139631","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Ea7Jb","0019N0000064Ej5","38702506","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0A9N00000Ea7Ke","0019N0000064Ele","38800438","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
"a0A9N00000Ea7SZ","0019N0000064EmT","38702741","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0A9N00000Ea7Sp","0019N0000064Eu8","38613577","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000Ea7Yi","0019N0000064DNY","38611350","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000Ea7k3","0019N0000064Eu8","38611077","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea7kN","0019N0000064Eu8","38712882","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0A9N00000Ea7kl","0019N0000064DZ7","38611341","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","400","Ya"
"a0A9N00000Ea7m2","0019N0000064Dam","38611301","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0A9N00000Ea7vX","0019N0000064DbQ","38714516","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea7wY","0019N0000064Ehv","38612403","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000Ea7yc","0019N0000064Dsq","38768876","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000Ea84r","0019N0000064Ewk","38724817","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0A9N00000Ea86u","0019N0000064FIP","38713736","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ea87v","0019N0000064Dsq","38747050","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000EdsCD","0019N0000065CAK","39199699","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EhhsR","0019N0000065MLf","39199732","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000Ehhta","0019N0000065gdJ","39199857","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000EhiUF","0019N0000065VEe","39199806","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000Ehj6z","0019N0000065Ybl","39199815","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-NME2","Enabled","USD","400","Tidak"
"a0A9N00000EqQMw","0019N0000067bc5","39200364","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000ExRlq","0019N0000069xSH","39201845","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000F4JLm","0019N000006975a","39201157","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000F4JZA","0019N0000069F1L","39201248","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000F4LLo","0019N0000069FQs","39201263","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FEcEc","0019N000006A4zY","39201956","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000FI2it","0019N000006AKux","39202132","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-FixedSBY","Enabled","USD","1:400","Tidak"
"a0A9N00000FI5zb","0019N000006AMXD","39202162","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000FJkpW","0019N000006AUVS","39202256","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000FJl3T","0019N000006ALm4","39202150","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB-NME","Enabled","USD","1:400","Ya"
"a0A9N00000FJl8J","0019N000006AIzT","39202154","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FJlcf","0019N000006AN2y","39202175","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FLWiQ","0019N000006AX8e","39202278","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FLWx8","0019N000006B6r3","39202627","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FQp9D","0019N000006Aols","39202439","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FQpYb","0019N000006AoqV","39202448","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FScJJ","0019N000006Az4w","39202565","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000FXIoG","0019N000006BNcv","39202783","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FXIoL","0019N000006BNcv","39202784","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Disabled","USD","400","Tidak"
"a0A9N00000FXIoQ","0019N000006BNcv","39202785","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Disabled","USD","400","Tidak"
"a0A9N00000FeGic","0019N000006BocT","39203008","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Fg23z","0019N000006C8xv","39203191","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Fn6E1","0019N000006D0Ip","39204058","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000Fn9py","0019N000006CoN0","39203729","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FnElV","0019N000006D143","39204087","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000FnFQD","0019N000006D0el","39204065","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FnIVT","0019N000006D39Z","39204189","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000FnLfR","0019N000006D7DD","39204420","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000FnTZ8","001Oj000007KbDz","39210075","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000FngcW","0019N000006Djz0","39205422","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-NME","Enabled","USD","400","Ya"
"a0A9N00000FnkU4","0019N000006DmFe","39205479","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
"a0A9N00000Fnu2a","0019N000006E0Si","39205625","PTGlobalKapitalInv-MT5-Live","Classic Gold","real\IB\Classic-Fixed-GoldPromo-SwapFree-JKTSO40-NME","Enabled","USD","400","Ya"
"a0A9N00000Fny8U","0019N000006E8jS","39205769","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:200","Ya"
"a0A9N00000Fo0q6","0019N000006EDdT","39205841","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000Fo2nk","0019N000006EHn6","39205906","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000FoBkK","0019N000006EYum","39206245","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000FoDMr","0019N000006Ezck","39206573","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FoIiS","0019N000006EsvD","39206459","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FoLcB","0019N000006EyB4","39206527","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:100","Ya"
"a0A9N00000FoRfi","0019N000006ExFv","39206567","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000FoWO7","0019N000006FDjd","39206726","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000Fociq","0019N000006FDh0","39206722","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000Foebz","0019N000006FG4J","39206779","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","1:400","Ya"
"a0AOj000001VwK6","001Oj000006tbhr","39207018","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0AOj000001a4e1","001Oj00000773Zp","39208412","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0AOj000001bIiG","001Oj000007B7NC","39208918","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
